issue_number,issue_title,issue_body_md,issue_body_plain,issue_created_at,issue_author_id,issue_author_association,issue_label_ids,pull_number,pull_created_at,pull_merged_at,pull_comments,pull_review_comments,pull_commits,pull_additions,pull_deletions,pull_changed_files
420,Makefile: allow `make install` without `go`,"In my environment, `sudo make install` fails, because Go is installed under my home directory.

```console
suda@ws01:~/gopath/src/github.com/docker/containerd> which go
/home/suda/.gvm/gos/go1.7/bin/go
suda@ws01:~/gopath/src/github.com/docker/containerd> make
🐳 bin/ctr
🐳 bin/containerd
🐳 bin/containerd-shim
🐳 bin/protoc-gen-gogoctrd
🐳 binaries
suda@ws01:~/gopath/src/github.com/docker/containerd> sudo make install
/bin/sh: 1: go: not found
/bin/sh: 1: test: =: unexpected operator
👹 Please correctly set up your Go build environment. This project must be located at <GOPATH>/src/github.com/docker/containerd
Makefile:99: recipe for target 'bin/ctr' failed
make: *** [bin/ctr] Error 1
```

So I suggest allowing `make install` without requiring Go.

Signed-off-by: Akihiro Suda <suda.akihiro@lab.ntt.co.jp>","In my environment, sudo make install fails, because Go is installed under my home directory.
console
suda@ws01:~/gopath/src/github.com/docker/containerd> which go
/home/suda/.gvm/gos/go1.7/bin/go
suda@ws01:~/gopath/src/github.com/docker/containerd> make
🐳 bin/ctr
🐳 bin/containerd
🐳 bin/containerd-shim
🐳 bin/protoc-gen-gogoctrd
🐳 binaries
suda@ws01:~/gopath/src/github.com/docker/containerd> sudo make install
/bin/sh: 1: go: not found
/bin/sh: 1: test: =: unexpected operator
👹 Please correctly set up your Go build environment. This project must be located at <GOPATH>/src/github.com/docker/containerd
Makefile:99: recipe for target 'bin/ctr' failed
make: *** [bin/ctr] Error 1
So I suggest allowing make install without requiring Go.
Signed-off-by: Akihiro Suda suda.akihiro@lab.ntt.co.jp",1484279861,9248427,5,,450,1484853105,1484853476,2,0,2,2,2,1
364,Make dump stack great,"https://github.com/docker/containerd/blob/master/cmd/containerd/main.go#L187

This provides useful information but the output is horrible and needs to be processed to make it able to be read.  Lets find a way to output this in either a machine parse-able format or human readable because right now its either. ","https://github.com/docker/containerd/blob/master/cmd/containerd/main.go#L187
This provides useful information but the output is horrible and needs to be processed to make it able to be read.  Lets find a way to output this in either a machine parse-able format or human readable because right now its either. ",1481750063,749551,5,,497,1486443208,1486758025,8,12,1,182,0,2
466,add timestamps to upstart logs and remove color,"This request is very similar to what was done with docker with the ""--raw-logs"" flag in this ticket https://github.com/docker/docker/pull/18621.

When you look at the logs (/var/log/upstart/docker.log) in less you see
```
ESC[34mINFOESC[0m[305786] containerd: <msg>
ESC[33mWARNESC[0m[305788] containerd: <msg>
```

The color adds nothing but confusion, and not having timestamps makes debugging difficult.
```
Version info:
$ docker --version
Docker version 1.12.6, build 78d1802
$ docker-containerd --version
containerd version 0.2.4 commit: 2a5e70cbf65457815ee76b7e5dd2a01292d9eca8
$ docker info
Containers: 9
 Running: 9
 Paused: 0
 Stopped: 0
Images: 10
Server Version: 1.12.6
Storage Driver: aufs
 Root Dir: /var/lib/docker/aufs
 Backing Filesystem: extfs
 Dirs: 125
 Dirperm1 Supported: false
Logging Driver: json-file
Cgroup Driver: cgroupfs
Plugins:
 Volume: local
 Network: host bridge null overlay
Swarm: inactive
Runtimes: runc
Default Runtime: runc
Security Options:
Kernel Version: 3.13.0-55-generic
Operating System: Ubuntu precise (12.04.4 LTS)
OSType: linux
Architecture: x86_64
CPUs: 3
Total Memory: 8.782 GiB
Name: <name>
ID: <ID>
Docker Root Dir: /var/lib/docker
Debug Mode (client): false
Debug Mode (server): false
Registry: https://index.docker.io/v1/
WARNING: No swap limit support
Insecure Registries:
 127.0.0.0/8
```","This request is very similar to what was done with docker with the ""--raw-logs"" flag in this ticket https://github.com/docker/docker/pull/18621.
When you look at the logs (/var/log/upstart/docker.log) in less you see
ESC[34mINFOESC[0m[305786] containerd: <msg>
ESC[33mWARNESC[0m[305788] containerd: <msg>
The color adds nothing but confusion, and not having timestamps makes debugging difficult.
Version info:
$ docker --version
Docker version 1.12.6, build 78d1802
$ docker-containerd --version
containerd version 0.2.4 commit: 2a5e70cbf65457815ee76b7e5dd2a01292d9eca8
$ docker info
Containers: 9
 Running: 9
 Paused: 0
 Stopped: 0
Images: 10
Server Version: 1.12.6
Storage Driver: aufs
 Root Dir: /var/lib/docker/aufs
 Backing Filesystem: extfs
 Dirs: 125
 Dirperm1 Supported: false
Logging Driver: json-file
Cgroup Driver: cgroupfs
Plugins:
 Volume: local
 Network: host bridge null overlay
Swarm: inactive
Runtimes: runc
Default Runtime: runc
Security Options:
Kernel Version: 3.13.0-55-generic
Operating System: Ubuntu precise (12.04.4 LTS)
OSType: linux
Architecture: x86_64
CPUs: 3
Total Memory: 8.782 GiB
Name: <name>
ID: <ID>
Docker Root Dir: /var/lib/docker
Debug Mode (client): false
Debug Mode (server): false
Registry: https://index.docker.io/v1/
WARNING: No swap limit support
Insecure Registries:
 127.0.0.0/8",1485295778,10733892,6,500316785,517,1486769049,1486770629,1,0,1,489,137,17
490,Optional shim w/ design proposal,"Now it probably doesn't come as a surprise, but I'm not the biggest fan of the shim.  I (think I) know it's technical purpose, but have use cases where I'd rather not run it.  From what I know the shim serves two purposes.  1) detach and reattach to I/O  2) record the exit status.  I'd like it if the shim was optional.  If I don't need those capabilities it shouldn't be launched (opt out in the API somehow).  So I was thinking about that and considering that maybe `Create` shouldn't be an API of the shim.  That `Create` should just be forking the shim.  The reason I say that is somewhere in containerd when it starts the container it will need to start the shim and then use gprc API to create the process.  Same with exec.  If the shim was optional them you'd have to have two code flows for the create, start, and exec and probably others.

Maybe it would make more sense if the shim was just a runc wrapper so that `shim create/start/exec` had the same invocation pattern as `runc create/start/exec`.  Then the grpc API would only be used to access the capabilities that the shim provides (mainly the interacting with I/O).

Or not :)  I don't care about the design, just if the shim was optional that would be great.","Now it probably doesn't come as a surprise, but I'm not the biggest fan of the shim.  I (think I) know it's technical purpose, but have use cases where I'd rather not run it.  From what I know the shim serves two purposes.  1) detach and reattach to I/O  2) record the exit status.  I'd like it if the shim was optional.  If I don't need those capabilities it shouldn't be launched (opt out in the API somehow).  So I was thinking about that and considering that maybe Create shouldn't be an API of the shim.  That Create should just be forking the shim.  The reason I say that is somewhere in containerd when it starts the container it will need to start the shim and then use gprc API to create the process.  Same with exec.  If the shim was optional them you'd have to have two code flows for the create, start, and exec and probably others.
Maybe it would make more sense if the shim was just a runc wrapper so that shim create/start/exec had the same invocation pattern as runc create/start/exec.  Then the grpc API would only be used to access the capabilities that the shim provides (mainly the interacting with I/O).
Or not :)  I don't care about the design, just if the shim was optional that would be great.",1486244415,1754002,1,,619,1489188745,1490215744,1,0,1,199,78,9
625,Failure to create unix listen socket on startup,"There is a startup  issue on the docker-1.13.x branch after commit 595e75c212d19a81d2b808a518fe1afc1391dad5

With a /run directory cleared by a reboot:

```
/ # /usr/bin/containerd
FATA[0000] can't create unix socket /run/containerd/containerd.sock: listen unix /run/containerd/containerd.sock: bind: no such file or directory 
```

Doing a `mkdir /run/containerd` before starting containerd fixes the problem. ","There is a startup  issue on the docker-1.13.x branch after commit 595e75c212d19a81d2b808a518fe1afc1391dad5
With a /run directory cleared by a reboot:
/ # /usr/bin/containerd
FATA[0000] can't create unix socket /run/containerd/containerd.sock: listen unix /run/containerd/containerd.sock: bind: no such file or directory
Doing a mkdir /run/containerd before starting containerd fixes the problem. ",1489537432,11239090,6,500316785,626,1489550409,1489589746,0,0,1,5,4,2
641,Change shim Exec rpc to take Any for spec values ,The shim's `Exec` rpc should mirror the create RPCs for the `Any` type instead of mirroring all the spec fields. ,The shim's Exec rpc should mirror the create RPCs for the Any type instead of mirroring all the spec fields. ,1490033567,749551,5,,647,1490136564,1490140985,3,3,1,115,496,4
683,Add CNCF Code of Conduct,"Now that containerd is a CNCF project, it should follow its code of conduct.

I suggest copying this:
https://github.com/kubernetes/kubernetes/blob/master/code-of-conduct.md","Now that containerd is a CNCF project, it should follow its code of conduct.
I suggest copying this:
https://github.com/kubernetes/kubernetes/blob/master/code-of-conduct.md",1491252860,63777,1,,685,1491324133,1491324588,3,0,1,3,0,1
691,Do we need a `CloseStdin` or `UpdateProcess` API?,"Forked from https://github.com/containerd/containerd/pull/661.

Both Docker and Kubernetes support [`StdinOnce`](https://docs.docker.com/engine/api/v1.26/#). The expected behavior of `StdinOnce` is *close stdin after the 1 attached client disconnects*.

It would be better to support this because:
1) We could not deprecate this feature immediately, because there may be user using it.
2) Some users do have [use cases](https://github.com/kubernetes/kubernetes/issues/23335#issuecomment-201241191).

However, currently containerd doesn't support this because we could only [`completely disable stdin`](https://github.com/containerd/containerd/blob/master/linux/shim/exec.go#L73) or [`keep stdin open forever`](https://github.com/containerd/containerd/blob/master/linux/shim/exec.go#L74). To implement `StdinOnce`, we may need to support ""close stdin"".

The API could be a separate `CloseStdin`, or part of `UpdateProcess`, which we do have in [0.2.x branch](https://github.com/containerd/containerd/blob/v0.2.5/api/grpc/server/server.go#L300). And if we really add `UpdateProcess`, we may want to combine [`Pty`](https://github.com/containerd/containerd/blob/master/api/services/shim/shim.proto#L16) with it as we are doing in the old branch. :)","Forked from https://github.com/containerd/containerd/pull/661.
Both Docker and Kubernetes support StdinOnce. The expected behavior of StdinOnce is close stdin after the 1 attached client disconnects.
It would be better to support this because:
1) We could not deprecate this feature immediately, because there may be user using it.
2) Some users do have use cases.
However, currently containerd doesn't support this because we could only completely disable stdin or keep stdin open forever. To implement StdinOnce, we may need to support ""close stdin"".
The API could be a separate CloseStdin, or part of UpdateProcess, which we do have in 0.2.x branch. And if we really add UpdateProcess, we may want to combine Pty with it as we are doing in the old branch. :)",1491350526,5821883,5,,702,1491513847,1491849510,13,0,1,995,195,15
667,What happens if containerd-shim is killed/dead?,"What will happen if containerd-shim is killed/dead?

Based on the current implementation, things will be messed up, and the runc container will be left there.

Based on the [TODO](https://github.com/docker/containerd/blob/5e5479718c3541c580b1adf54edca994e8ac3fa7/linux/shim.go#L61-L63), the corresponding container will be cleaned up in next container list.

Does this mean that the client must periodically list containers to drive the cleanup? This is fine, but just want to know the expected behavior.","What will happen if containerd-shim is killed/dead?
Based on the current implementation, things will be messed up, and the runc container will be left there.
Based on the TODO, the corresponding container will be cleaned up in next container list.
Does this mean that the client must periodically list containers to drive the cleanup? This is fine, but just want to know the expected behavior.",1490831346,5821883,5,,705,1491528249,1491601327,4,5,1,53,8,4
709,containerd --config default causes confusion,"As discussed in https://github.com/containerd/containerd/pull/693#issuecomment-292252649 , this config causes confusion, it's not consistent with other `--config` values, maybe we should consider an alternative way to fulfill the requirement which introduced this functionality in the first place. @crosbymichael @vbatts ","As discussed in https://github.com/containerd/containerd/pull/693#issuecomment-292252649 , this config causes confusion, it's not consistent with other --config values, maybe we should consider an alternative way to fulfill the requirement which introduced this functionality in the first place. @crosbymichael @vbatts ",1491789929,6415670,1,,711,1491848235,1491854591,6,4,2,20,26,2
